iter	Logloss
141	0.1433718052
142	0.1431508572
143	0.1430272347
144	0.1428814614
145	0.1426343569
146	0.1423415517
147	0.1422226618
148	0.1418561861
149	0.14168787
150	0.1415352709
151	0.1412460094
152	0.1409937417
153	0.1408276177
154	0.1406376023
155	0.1404053756
156	0.140225513
157	0.140019193
158	0.1397426338
159	0.1395465887
160	0.1392187054
161	0.1388773908
162	0.1385143552
163	0.1382151257
164	0.1381532865
165	0.1378557419
166	0.1377196687
167	0.1374133133
168	0.1371231594
169	0.1368688345
170	0.1365467291
171	0.1362795369
172	0.1361630524
173	0.1359289009
174	0.1358671642
175	0.1356888458
176	0.1353598012
177	0.1350687955
178	0.1347138221
179	0.1344401766
180	0.1341840504
181	0.1339949006
182	0.1336720674
183	0.133602815
184	0.133431992
185	0.1332082205
186	0.1329983254
187	0.1327393222
188	0.1324971013
189	0.1322790372
190	0.1320844183
191	0.1318894827
192	0.1316597776
193	0.1314716213
194	0.1312914134
195	0.1310505481
196	0.1307924244
197	0.1307234906
198	0.1305008545
199	0.130288219
200	0.1300016314
201	0.1297752377
202	0.1295908981
203	0.1293709023
204	0.129039018
205	0.1288395583
206	0.1286660926
207	0.1284426993
208	0.1282994223
209	0.1280423975
210	0.1279293475
211	0.1276559154
212	0.1274206728
213	0.1271478822
214	0.126841222
215	0.1266487589
216	0.1264260007
217	0.1262376655
218	0.1259408551
219	0.125800192
220	0.125575583
221	0.1253043252
222	0.1249621182
223	0.124756702
224	0.1245298631
225	0.1243195691
226	0.1240476979
227	0.1238561014
228	0.1236639135
229	0.1235043909
230	0.1233260846
231	0.1232224339
232	0.1229578914
233	0.1227974139
234	0.1225882762
235	0.1224161278
236	0.1222106997
237	0.1220199677
238	0.1218467362
239	0.1216678197
240	0.1214239565
241	0.1211727156
242	0.1209779257
243	0.1207899217
244	0.1205945519
245	0.1205313979
246	0.1203694974
247	0.1201896125
248	0.1199162118
249	0.1198291044
250	0.1196747917
251	0.1195016456
252	0.1193585305
253	0.1192260974
254	0.1190122389
255	0.1187958823
256	0.1186048038
257	0.1183209211
258	0.1181608005
259	0.1179393377
260	0.1177872052
261	0.1176250138
262	0.1174758468
263	0.1173061032
264	0.1171562865
265	0.1170225265
266	0.1168889956
267	0.1167735502
268	0.1166113488
269	0.1165586398
270	0.1163091625
271	0.1160265093
272	0.1158704559
273	0.1157416265
274	0.1155660686
275	0.1153875479
276	0.115228567
277	0.1150136138
278	0.1148661014
279	0.1147210317
280	0.1145750996
281	0.1144609697
282	0.1143029062
283	0.1141474392
284	0.1140298975
285	0.113851027
286	0.1137185641
287	0.1135874935
288	0.1134403933
289	0.1132961217
290	0.1130477449
291	0.1129342989
292	0.1128078519
293	0.1127328551
294	0.1125030124
295	0.1123094822
296	0.112184648
297	0.1119975458
298	0.1118458513
299	0.1117585351
300	0.1116470543
301	0.1114783387
302	0.111372696
303	0.1112440269
304	0.1111399091
305	0.1110241045
306	0.1108745338
307	0.1106456606
308	0.1104864234
309	0.1102632035
310	0.1102035341
311	0.1100798622
312	0.1099283861
313	0.1097577375
314	0.1096517829
315	0.1095323266
316	0.1093563316
317	0.1092345411
318	0.1090864395
319	0.1090061707
320	0.1088363887
321	0.1086493911
322	0.1084819192
323	0.1083950306
324	0.1083135883
325	0.1082468034
326	0.1081871049
327	0.1080775477
328	0.1078787984
329	0.1077764433
330	0.1076795843
331	0.1074994146
332	0.107339488
333	0.1070844964
334	0.1069255295
335	0.1067633486
336	0.1066407977
337	0.1064646318
338	0.1063995634
339	0.1062299819
340	0.106092542
341	0.1059518475
342	0.1057872802
343	0.1055887726
344	0.1055473519
345	0.1053822284
346	0.105296555
347	0.105097158
348	0.1049645754
349	0.1049088202
350	0.1048198724
351	0.1046666374
352	0.1045047911
353	0.1044559442
354	0.1043383736
355	0.1042764339
356	0.104179782
357	0.1039437722
358	0.1037876355
359	0.1036251997
360	0.1033975815
361	0.1032603163
362	0.1030973721
363	0.1029154802
364	0.1027218035
365	0.1026180898
366	0.1024807251
367	0.1023893553
368	0.1021765267
369	0.1019941836
370	0.1018937089
371	0.1017311301
372	0.101598174
373	0.1014815392
374	0.1014027511
375	0.1012290595
376	0.1011166213
377	0.1009731021
378	0.1008984317
379	0.1007424905
380	0.1005992667
381	0.1004592278
382	0.1002859727
383	0.100197226
384	0.1000073452
385	0.09990026887
386	0.09982583865
387	0.09968379257
388	0.09950964442
389	0.09936873791
390	0.0992984921
391	0.09920267781
392	0.09918299312
393	0.09906802716
394	0.09896735598
395	0.09892132273
396	0.09887760252
397	0.09865429623
398	0.09855954717
399	0.09846782829
400	0.09844479825
401	0.09834039588
402	0.0982351656
403	0.09811978474
404	0.09800387792
405	0.09788105554
406	0.09774998305
407	0.09762002956
408	0.09756728753
409	0.09746737173
410	0.09734472407
411	0.09730154437
412	0.09712986218
413	0.09698660726
414	0.09682624545
415	0.09672861005
416	0.0966006051
417	0.09648342487
418	0.09634468901
419	0.09619273151
420	0.0961042037
421	0.09600775282
422	0.09598695367
423	0.09581298963
424	0.09569323895
425	0.09564248686
426	0.0955520021
427	0.09547027062
428	0.09545042253
429	0.09534507489
430	0.09521258568
431	0.09519392274
432	0.09517653871
433	0.09511431264
434	0.09501607719
435	0.09497591214
436	0.09490778473
437	0.09479836994
438	0.09466246915
439	0.09457537432
440	0.09449532686
441	0.0944582656
442	0.09435475763
443	0.09425028586
444	0.09415496279
445	0.09407472192
446	0.09400316948
447	0.09392887133
448	0.09380747065
449	0.09369681649
450	0.09355579635
451	0.09345227994
452	0.09331915245
453	0.09322195099
454	0.09318546415
455	0.09309062194
456	0.09297447878
457	0.09283816676
458	0.09265414309
459	0.09254533066
460	0.09248850202
461	0.09239802575
462	0.09238268881
463	0.09225283463
464	0.09216681234
465	0.09207620658
466	0.09194007657
467	0.09186951752
468	0.09179373631
469	0.09176071499
470	0.09163188682
471	0.09150438882
472	0.09137700773
473	0.09129179967
474	0.09123601761
475	0.09113998927
476	0.09099259046
477	0.09090139702
478	0.09088730035
479	0.09084492826
480	0.09078291979
481	0.09070077798
482	0.0906057401
483	0.0904960317
484	0.09032135624
485	0.09018960828
486	0.09006792895
487	0.08993500764
488	0.08981736282
489	0.08974405932
490	0.08961362823
491	0.08959252364
492	0.08950733571
493	0.0894880796
494	0.08937273886
495	0.08932080054
496	0.08923307038
497	0.0891867755
498	0.08908139459
499	0.08897325055
500	0.08885600923
501	0.08874090983
502	0.08863845895
503	0.08855233024
504	0.08852211655
505	0.08843518364
506	0.08836173859
507	0.08821831829
508	0.08811807518
509	0.08805427231
510	0.08790640832
511	0.08785433731
512	0.08775542099
513	0.08765434588
514	0.08759670031
515	0.08750889743
516	0.08741122518
517	0.08731564234
518	0.08723818687
519	0.08710403314
520	0.08696562623
521	0.08686393778
522	0.08682504627
523	0.08668537036
524	0.08662282959
525	0.08659498005
526	0.08658304759
527	0.08646773661
528	0.08638354672
529	0.08629234866
530	0.08620773088
531	0.08616715218
532	0.08615607315
533	0.08602411419
534	0.08589420606
535	0.08576036845
536	0.08567396135
537	0.08561321401
538	0.08554494424
539	0.08549820254
540	0.0854255792
541	0.08536325245
542	0.08530289264
543	0.08523197859
544	0.08521653558
545	0.08516397087
546	0.08510474471
547	0.0850621693
548	0.08501378607
549	0.0849581105
550	0.08485454775
551	0.0847926301
552	0.08477422981
553	0.08470878202
554	0.08463297312
555	0.08454655547
556	0.08447622383
557	0.08436540059
558	0.0843416248
559	0.08428949314
560	0.08421650918
561	0.08413953613
562	0.08400549016
563	0.08393901926
564	0.08386443038
565	0.083739979
566	0.08366623664
567	0.08364473014
568	0.08351520962
569	0.08340969222
570	0.08331175538
571	0.08329244259
572	0.08320915977
573	0.08311226271
574	0.08304016668
575	0.08291537186
576	0.08281702374
577	0.08274584584
578	0.08265117149
579	0.08261666547
580	0.08250593723
581	0.08245350278
582	0.08239278475
583	0.082372599
584	0.08221747331
585	0.08203213643
586	0.08194277914
587	0.08185478379
588	0.08180358998
589	0.08176662503
590	0.08172085473
591	0.08165128473
592	0.0815512887
593	0.08147978553
594	0.0813736504
595	0.0812774361
596	0.08123845119
597	0.08114602162
598	0.08106461271
599	0.08097447912
600	0.08088043091
601	0.08079102651
602	0.08070631641
603	0.08068682341
604	0.08063943915
605	0.08059137018
606	0.08054910858
607	0.08050067836
608	0.08045293746
609	0.08037219158
610	0.08028443593
611	0.08024997273
612	0.08021050915
613	0.08015245903
614	0.08005503826
615	0.079979019
616	0.07989101738
617	0.07982638167
618	0.07980447052
619	0.07967256963
620	0.0795513531
621	0.07945976598
622	0.07940159192
623	0.07933118054
624	0.07926363095
625	0.07918056218
626	0.07909247909
627	0.07899953543
628	0.07892364074
629	0.07884251748
630	0.07874327373
631	0.0787047518
632	0.07866057823
633	0.07858966296
634	0.07853922212
635	0.07850400303
636	0.07845761414
637	0.07839288663
638	0.07833118442
639	0.07822789344
640	0.07815428109
641	0.07809985371
642	0.07800393153
643	0.077914692
644	0.07787724803
645	0.07781728532
646	0.07770668424
647	0.07764562727
648	0.07754974647
649	0.07747122457
650	0.07742307364
651	0.07735956124
652	0.07730456636
653	0.0772643844
654	0.07720862632
655	0.07714929486
656	0.07708483995
657	0.07698748874
658	0.07692490729
659	0.07686596274
660	0.07677961429
661	0.07672956977
662	0.07664147471
663	0.07659185401
664	0.0764972235
665	0.07639071508
666	0.07627014292
667	0.07618004351
668	0.07614415894
669	0.07609295766
670	0.07598020986
671	0.07594876342
672	0.07589703245
673	0.07580530106
674	0.07573532959
675	0.07569790844
676	0.07568600838
677	0.07561366023
678	0.07553832779
679	0.07550842575
680	0.07544245433
681	0.07538563829
682	0.07535851365
683	0.07527854809
684	0.07519600791
685	0.07512021029
686	0.075078006
687	0.07497757392
688	0.07490066681
689	0.07484421946
690	0.07483317952
691	0.07475392452
692	0.07472889953
693	0.07463542664
694	0.07454472559
695	0.07444472018
696	0.07438457129
697	0.07430558421
698	0.07423641435
699	0.07414768078
700	0.07407226107
701	0.07400006514
702	0.07395774744
703	0.07389682655
704	0.07381847952
705	0.07371603318
706	0.07368839982
707	0.07361810105
708	0.07353909643
709	0.07346966554
710	0.07338542676
711	0.07333011006
712	0.07323650298
713	0.07314776461
714	0.07309220721
715	0.07304159323
716	0.07297213751
717	0.07289684825
718	0.07285787896
719	0.07274353476
720	0.07268684027
721	0.07261874303
722	0.07259315218
723	0.07254205299
724	0.07250653491
725	0.07246270982
726	0.07241716098
727	0.07233307257
728	0.07226975285
729	0.07218221246
730	0.07212392156
731	0.07204433231
732	0.07200267072
733	0.0719657941
734	0.07189450684
735	0.07186137905
736	0.07181268353
737	0.07174027769
738	0.0716602243
739	0.07161361585
740	0.07155816925
741	0.07148713097
742	0.07140625636
743	0.0713806698
744	0.07135365816
745	0.07131001263
746	0.07123163017
747	0.0711800469
748	0.07110077535
749	0.07106718458
750	0.070989642
751	0.07092763411
752	0.07089214018
753	0.07085527133
754	0.07080257785
755	0.07076484887
756	0.07070981507
757	0.07068157912
758	0.0706331598
759	0.07059209448
760	0.07053128431
761	0.07046249973
762	0.07037803742
763	0.07029728983
764	0.0702705037
765	0.07023933274
766	0.07018493203
767	0.07011710643
768	0.07006602881
769	0.07001873878
770	0.06994542883
771	0.06990331287
772	0.06982972603
773	0.06975624287
774	0.06973848253
775	0.06969888472
776	0.06962930344
777	0.06955034341
778	0.06951393091
779	0.0694619743
780	0.06937818232
781	0.06931370554
782	0.06930488559
783	0.06924444025
784	0.06917727567
785	0.0691214008
786	0.0690760925
787	0.06902273593
788	0.06895783648
789	0.06892765054
790	0.06889490419
791	0.0688445739
792	0.06873936222
793	0.06868455977
794	0.06866577717
795	0.06860372554
796	0.06857704207
797	0.06850165514
798	0.06849221395
799	0.06843297223
800	0.06839618288
801	0.0683876332
802	0.06830862163
803	0.06826333859
804	0.06820807255
805	0.06814916874
806	0.06809787265
807	0.06804100358
808	0.06802230702
809	0.06795789995
810	0.06793167237
811	0.06785726216
812	0.06780726183
813	0.06776209817
814	0.06773856191
815	0.06769979055
816	0.06763854253
817	0.06756817003
818	0.06749540363
819	0.06746894452
820	0.06740760804
821	0.06732424115
822	0.06727199675
823	0.06720949094
824	0.06715255416
825	0.06708181482
826	0.06702275931
827	0.06697023672
828	0.06692654041
829	0.06686924674
830	0.06678735265
831	0.06668924316
832	0.06664428724
833	0.06660844495
834	0.06655470497
835	0.06652212007
836	0.06649122397
837	0.06642852332
838	0.06638590991
839	0.06636337722
840	0.06634268687
841	0.06630376053
842	0.06619701209
843	0.06615787153
844	0.06612955562
845	0.0660835294
846	0.06600182936
847	0.06594035028
848	0.06588791095
849	0.06583422776
850	0.06578182349
851	0.06576901692
852	0.06572645688
853	0.06568636948
854	0.06563679286
855	0.06554674724
856	0.06547559727
857	0.06545353839
858	0.06541995068
859	0.06536992533
860	0.06531450744
861	0.06524051134
862	0.0652001129
863	0.06515063517
864	0.06510846137
865	0.06506501907
866	0.06501573681
867	0.06496738254
868	0.06489918408
869	0.06487294088
870	0.06482613814
871	0.06475800431
872	0.06469182325
873	0.06467074233
874	0.06460785966
875	0.06455829001
876	0.06455146723
877	0.06453729334
878	0.06447885305
879	0.06446477346
880	0.06439378625
881	0.06434668405
882	0.06428916642
883	0.06422396653
884	0.06418575953
885	0.06417930302
886	0.06415904966
887	0.06411563725
888	0.06406190969
889	0.06402070081
890	0.06398481553
891	0.06393202502
892	0.06388715522
893	0.06383348965
894	0.06376638678
895	0.06373272576
896	0.06367494559
897	0.0636660249
898	0.06363011383
899	0.06359809974
900	0.06359246816
901	0.06354755923
902	0.06350119246
903	0.06345991978
904	0.06342842762
905	0.0633891902
906	0.06332037439
907	0.06329403287
908	0.06328772334
909	0.06325049457
910	0.06319412813
911	0.06314142994
912	0.0630643779
913	0.06302793892
914	0.06298851611
915	0.06295004132
916	0.06289543119
917	0.06283780186
918	0.06280734423
919	0.06276774056
920	0.06271867482
921	0.0626816981
922	0.06261485202
923	0.06256426823
924	0.06255407377
925	0.0624846027
926	0.06243935915
927	0.06243584878
928	0.06240195348
929	0.06235112306
930	0.06231083338
931	0.06228770395
932	0.06228327913
933	0.06224884646
934	0.06220225632
935	0.06216420887
936	0.06211007781
937	0.06208728022
938	0.06200835923
939	0.06196064934
940	0.06192060344
941	0.06186669426
942	0.06181932844
943	0.06176159345
944	0.06164792984
945	0.06158763331
946	0.06153911245
947	0.0615084682
948	0.06146880623
949	0.06143179203
950	0.06140956557
951	0.06136166777
952	0.06131936722
953	0.06126972489
954	0.06125316143
955	0.06118796205
956	0.06118398462
957	0.06113725863
958	0.06107143517
959	0.061019083
960	0.06097228758
961	0.06092391706
962	0.06088458994
963	0.06082691539
964	0.06076972004
965	0.06072466962
966	0.06068814349
967	0.06064048189
968	0.06060029318
969	0.06056454631
970	0.06053296729
971	0.06048279942
972	0.06045679725
973	0.06041051027
974	0.06038829059
975	0.06035816258
976	0.06031955181
977	0.0602638406
978	0.06018471069
979	0.06012416455
980	0.0600874631
981	0.06004540541
982	0.06001248709
983	0.0600072679
984	0.05996442362
985	0.05993776658
986	0.05989946272
987	0.0598652134
988	0.05984116854
989	0.05978721089
990	0.05973672251
991	0.05970173595
992	0.05967901787
993	0.05964533779
994	0.05961266455
995	0.05957957664
996	0.0595300905
997	0.05949094335
998	0.05947321598
999	0.05944028368
